date,county,state,fips,cases,deaths,stay_at_home_announced,stay_at_home_effective,lat,lon,total_population,area_sqmi,population_density_per_sqmi
10/31/2020,Autauga,Alabama,1001,2159,31,yes,yes,32.53492796,-86.64274781,55049,594.4461199,92.60553338
10/31/2020,Baldwin,Alabama,1003,6940,71,yes,yes,30.72748899,-87.72257524,199510,1589.807425,125.4931867
10/31/2020,Barbour,Alabama,1005,1060,9,yes,yes,31.86958881,-85.39321291,26614,884.875776,30.07653811
10/31/2020,Bibb,Alabama,1007,873,15,yes,yes,32.99863415,-87.12648014,22572,622.5823549,36.25544448
10/31/2020,Blount,Alabama,1009,2074,25,yes,yes,33.9808782,-86.56738341,57704,644.806508,89.4904119
10/31/2020,Bullock,Alabama,1011,653,17,yes,yes,32.10053438,-85.71568627,10552,622.8053585,16.94269302
10/31/2020,Butler,Alabama,1013,1022,41,yes,yes,31.75241781,-86.68030288,20280,776.8280471,26.10616349
10/31/2020,Calhoun,Alabama,1015,4861,65,yes,yes,33.77143651,-85.82603459,115883,605.8887948,191.2611704
10/31/2020,Chambers,Alabama,1017,1389,47,yes,yes,32.91435287,-85.39203349,34018,596.5311116,57.02636348
10/31/2020,Cherokee,Alabama,1019,783,15,yes,yes,34.17592601,-85.60380039,25897,553.719701,46.76915044
10/31/2020,Chilton,Alabama,1021,1938,33,yes,yes,32.84786998,-86.71880376,43817,692.8534351,63.24136936
10/31/2020,Choctaw,Alabama,1023,395,12,yes,yes,32.0197775,-88.2631849,13287,913.4999794,14.54515632
10/31/2020,Clarke,Alabama,1025,1394,17,yes,yes,31.67668212,-87.83081391,24847,1238.46438,20.062749
10/31/2020,Clay,Alabama,1027,772,12,yes,yes,33.2690306,-85.86058307,13483,603.9610014,22.3242891
10/31/2020,Cleburne,Alabama,1029,583,9,yes,yes,33.67451959,-85.51881383,14991,560.1042489,26.76466038
10/31/2020,Coffee,Alabama,1031,1865,11,yes,yes,31.40265228,-85.98815917,50991,678.9856517,75.09878872
10/31/2020,Colbert,Alabama,1033,2151,32,yes,yes,34.70047669,-87.80493371,54377,592.619664,91.75699576
10/31/2020,Conecuh,Alabama,1035,577,13,yes,yes,31.42923975,-86.99367837,12697,850.1564718,14.93489778
10/31/2020,Coosa,Alabama,1037,222,3,yes,yes,32.93624951,-86.24765729,10864,650.9260907,16.6900669
10/31/2020,Covington,Alabama,1039,1886,30,yes,yes,31.24849866,-86.45127715,37729,1030.455836,36.61389326
10/31/2020,Crenshaw,Alabama,1041,620,30,yes,yes,31.73153754,-86.31357901,13896,608.8395268,22.82374811
10/31/2020,Cullman,Alabama,1043,2781,25,yes,yes,34.13195,-86.86758257,81316,734.8974892,110.6494459
10/31/2020,Dale,Alabama,1045,1906,52,yes,yes,31.43181495,-85.61100904,49607,561.125964,88.40617469
10/31/2020,Dallas,Alabama,1047,1906,27,yes,yes,32.32597601,-87.10647208,41426,978.6941369,42.32783097
10/31/2020,DeKalb,Alabama,1049,3658,30,yes,yes,34.45980613,-85.80411386,70937,777.0937174,91.28500002
10/31/2020,Elmore,Alabama,1051,3309,59,yes,yes,32.59665284,-86.14916394,80957,618.4877335,130.8950778
10/31/2020,Escambia,Alabama,1053,1766,31,yes,yes,31.12614174,-87.1615837,37875,945.0800535,40.07597014
10/31/2020,Etowah,Alabama,1055,4512,54,yes,yes,34.04526554,-86.03476326,103363,535.2839267,193.0993905
10/31/2020,Fayette,Alabama,1057,608,14,yes,yes,33.72123026,-87.73886639,16783,627.6834287,26.73800077
10/31/2020,Franklin,Alabama,1059,2120,32,yes,yes,34.44169874,-87.84373986,31573,633.8166196,49.81409295
10/31/2020,Geneva,Alabama,1061,971,7,yes,yes,31.0950592,-85.83909125,26765,574.4081037,46.59579109
10/31/2020,Greene,Alabama,1063,351,17,yes,yes,32.85315674,-87.9522131,8587,647.1045238,13.26988096
10/31/2020,Hale,Alabama,1065,793,30,yes,yes,32.76266973,-87.62915115,15159,643.9426855,23.54091496
10/31/2020,Henry,Alabama,1067,744,6,yes,yes,31.51471008,-85.24141827,17187,561.7500759,30.59545648
10/31/2020,Houston,Alabama,1069,4300,35,yes,yes,31.15320567,-85.30247675,103891,579.866113,179.1637719
10/31/2020,Jackson,Alabama,1071,2321,19,yes,yes,34.77947284,-85.99935097,52608,1077.866978,48.80750695
10/31/2020,Jefferson,Alabama,1073,24285,384,yes,yes,33.55431974,-86.89649571,659096,1111.288088,593.0919328
10/31/2020,Lamar,Alabama,1075,530,6,yes,yes,33.77914785,-88.09695923,14066,604.8460182,23.25550566
10/31/2020,Lauderdale,Alabama,1077,2465,43,yes,yes,34.90141329,-87.65401498,92641,667.699347,138.7465787
10/31/2020,Lawrence,Alabama,1079,916,33,yes,yes,34.52168287,-87.31099415,33433,690.6771523,48.40611839
10/31/2020,Lee,Alabama,1081,6702,65,yes,yes,32.6011521,-85.35547541,153947,607.5517044,253.3891336
10/31/2020,Limestone,Alabama,1083,3031,34,yes,yes,34.81010556,-86.98140612,90257,559.9391977,161.1907157
10/31/2020,Lowndes,Alabama,1085,726,29,yes,yes,32.15475389,-86.65010295,10565,715.9111666,14.75741753
10/31/2020,Macon,Alabama,1087,558,21,yes,yes,32.38596506,-85.69265703,19684,608.907934,32.32672609
10/31/2020,Madison,Alabama,1089,9680,101,yes,yes,34.76309646,-86.55023073,349973,801.6084013,436.5884881
10/31/2020,Marengo,Alabama,1091,1061,23,yes,yes,32.24767124,-87.78954307,20066,976.881425,20.54087578
10/31/2020,Marion,Alabama,1093,1121,31,yes,yes,34.13656412,-87.88713856,30239,742.2917043,40.73735409
10/31/2020,Marshall,Alabama,1095,4537,52,yes,yes,34.36696256,-86.30664428,94534,565.8417853,167.0679021
10/31/2020,Mobile,Alabama,1097,17261,320,yes,yes,30.79152145,-88.20647692,414291,1229.399477,336.9864782
10/31/2020,Monroe,Alabama,1099,667,10,yes,yes,31.57088474,-87.36543553,21975,1025.68699,21.42466486
10/31/2020,Montgomery,Alabama,1101,10654,210,yes,yes,32.22026918,-86.20762341,227392,784.3631172,289.9065433
10/31/2020,Morgan,Alabama,1103,4474,36,yes,yes,34.45347499,-86.85294744,119555,579.3594928,206.3571953
10/31/2020,Perry,Alabama,1105,604,6,yes,yes,32.63846817,-87.29441186,9856,719.6632217,13.69529483
10/31/2020,Pickens,Alabama,1107,916,18,yes,yes,33.28080083,-88.08875635,20042,881.4298836,22.73805367
10/31/2020,Pike,Alabama,1109,1379,14,yes,yes,31.80273315,-85.94093763,33277,672.1036623,49.51170759
10/31/2020,Randolph,Alabama,1111,859,16,yes,yes,33.29379108,-85.45913323,22615,580.5491834,38.95449455
10/31/2020,Russell,Alabama,1113,2004,3,yes,yes,32.28840212,-85.18492879,58636,641.1535846,91.45390653
10/31/2020,Shelby,Alabama,1117,7716,70,yes,yes,33.26428465,-86.66066941,205951,785.368628,262.234819
10/31/2020,St. Clair,Alabama,1115,3206,43,yes,yes,33.71569927,-86.31470916,86576,631.9042676,137.0080951
10/31/2020,Sumter,Alabama,1119,487,21,yes,yes,32.59106113,-88.1988513,13285,903.8890524,14.69760029
10/31/2020,Talladega,Alabama,1121,2797,38,yes,yes,33.38008735,-86.16589091,81057,736.7768762,110.0156677
10/31/2020,Tallapoosa,Alabama,1123,1398,87,yes,yes,32.86238365,-85.797503,40958,716.5202923,57.1623727
10/31/2020,Tuscaloosa,Alabama,1125,10734,145,yes,yes,33.28957824,-87.52511536,202471,1321.676625,153.1925406
